"id","title","type","epic_id","epic_name","sprint","status","priority","story_points","role","want","so_that","description","acceptance_criteria","dependencies","technical_notes","invest","labels"
"US-05.04","Implement effective-permissions preview endpoint","Story","E5","Access Policy and Door Domain","S7","To Do","Medium","2","administrator","to see at a glance what doors a specific member can access right now","I can verify their access configuration without making them attempt entry","Implement GET `/api/v1/tenants/{t}/members/{m}/effective-permissions` that returns the list of (door, allowed-now) tuples for the member. The endpoint uses the `DecisionEvaluator` against the member's assigned policies and the current time.","1. Given a member with a policy covering all doors at the current time, When the endpoint is called, Then the response lists every door with `allowed_now: true`.
2. Given a member with no assigned policies, When the endpoint is called, Then the response lists every door with `allowed_now: false`.
3. Given a member with mixed policy coverage, When the endpoint is called, Then the response correctly identifies which doors are currently allowed.","US-05.03","The endpoint is a read-only query that does not write any events; it is the dashboard's debugging aid for administrators.","All criteria satisfied.

**Epic E5 total: 13 story points.**","E5,S7"
"US-06.01","Implement reader API key authentication middleware","Story","E6","Access Authorization Decision Path","S8","To Do","Medium","3","reader client","to authenticate to the OpenGate API using my provisioned API key","the backend can attribute my requests to the correct reader and enforce its scope","Implement the reader authentication middleware that extracts the Bearer token from the Authorization header, looks up the corresponding reader by API key hash with a five-minute in-process cache (per System Design section nine), and populates the request context with the reader's tenant ID and reader ID.","1. Given a valid API key, When a reader endpoint is called, Then the request proceeds with the correct reader context populated.
2. Given an invalid API key, When the endpoint is called, Then the response is 401 Unauthorized.
3. Given an API key was just rotated, When the rotation overlap window is active, Then the endpoint accepts either the old or the new key.","US-02.02","The API key verification cache is specified in System Design section nine. The rotation overlap mechanism uses the `rotation_key_hash` column from Database Schema section 5.4.","All criteria satisfied.","E6,S8"
"US-06.02","Implement readers table and reader provisioning","Story","E6","Access Authorization Decision Path","S8","To Do","Medium","3","administrator","to provision a new reader for a door","I can later connect a physical or simulated reader and have it authenticated against the backend","Create the `readers` table migration per Database Schema section 5.4 and implement the reader provisioning endpoint POST `/api/v1/tenants/{t}/readers`. The endpoint generates a random API key, hashes it with Argon2id, persists the reader record, and returns the plaintext API key in the response (only once; not retrievable later). Provisioning is an administrator action; the reader does not self-provision.","1. Given an authenticated owner, When the provisioning endpoint is called with a valid door reference, Then a reader row is created and the plaintext API key is returned in the response.
2. Given a non-existent door reference, When the provisioning endpoint is called, Then the response is 422 Unprocessable Entity.
3. Given the reader is provisioned, When GET on the same endpoint is called, Then the response does not include the plaintext API key (only the hash existence is acknowledged).","US-05.01","The reader provisioning pattern is implicit in System Design section nine. The plaintext key return is the standard pattern for token-issuing endpoints.","All criteria satisfied.","E6,S8"
"US-06.03","Implement AccessDecision use case with synchronous event write","Story","E6","Access Authorization Decision Path","S8","To Do","Medium","5","reader client","to submit an authentication request and receive a grant or deny decision within fifty milliseconds at p99","I can serve members at the door without perceptible delay","Implement the AccessDecision use case per System Design section sixteen. The use case loads the credential, member, and policies from their read models, evaluates the decision via `DecisionEvaluator`, appends the access-attempted event to the event store, writes the idempotency cache entry, and returns the decision. All persistence operations are in a single transaction.","1. Given a valid credential and an open time-window for the door, When POST `/api/v1/readers/{r}/authenticate` is called, Then the response is 200 OK with `{""decision"": ""grant"", ""reason_code"": ""granted""}` and an access-attempted event is appended.
2. Given a revoked credential, When the endpoint is called, Then the response is `{""decision"": ""deny"", ""reason_code"": ""deny_revoked_credential""}` and an access-attempted event is still appended (deny outcomes are recorded too).
3. Given a benchmark with one hundred concurrent decisions, When the latency distribution is measured, Then the p99 is below fifty milliseconds.
4. Given a retry with the same idempotency key, When the endpoint is called twice with identical payloads, Then the second call returns the cached response without re-evaluating.","US-05.03, US-06.01, US-03.06","The full decision sequence is in System Design section sixteen. The performance budget breakdown is in the same section.","All criteria satisfied.","E6,S8"
"US-06.04","Add OpenTelemetry instrumentation on decision path","Story","E6","Access Authorization Decision Path","S8","To Do","Medium","2","operator","the access decision path fully instrumented with OpenTelemetry spans and metrics","I can observe decision latency and outcomes through Grafana","Add the span `command.authenticate_access` wrapping the decision use case with the attributes from System Design section eight (`opengate.decision`, `opengate.decision_reason`, `opengate.credential_id`, `opengate.door_id`, `opengate.member_id`). Emit the `opengate_decision_duration_seconds` histogram labeled by outcome.","1. Given an access decision is processed, When Tempo is queried for the trace, Then the span tree includes the command span, the read model query spans, the evaluator span (sub-millisecond), and the event store append span.
2. Given a hundred decisions of varying outcomes, When Prometheus is queried for `opengate_decision_duration_seconds`, Then the histogram has buckets populated for both grant and deny outcomes.
3. Given a denied decision, When the corresponding span is inspected, Then the `opengate.decision_reason` attribute matches the reason code in the response.","US-06.03","The OTel conventions are in System Design section eight. The metric naming follows the same section.","All criteria satisfied.

**Epic E6 total: 13 story points.**","E6,S8"
"US-07.01","Implement ReaderNotifier port and pg LISTEN/NOTIFY adapter","Story","E7","Reader Operations and SSE Push","S9","To Do","Medium","3","implementer","a `ReaderNotifier` port whose Postgres adapter writes to the `opengate_reader_events` LISTEN channel","use cases can notify readers without coupling to the SSE transport","Create `internal/ports/outbound/reader_notifier.go` and `internal/adapters/outbound/postgres/reader_notifier.go`. The adapter wraps `NOTIFY opengate_reader_events, '<json_payload>'` within the originating transaction. The notification fires on transaction commit; uncommitted notifications are discarded automatically.","1. Given the adapter is called within a transaction, When the transaction commits, Then a LISTEN-ing connection in another session receives the notification.
2. Given the adapter is called within a transaction that is rolled back, When the same LISTEN-ing connection is inspected, Then no notification is received.
3. Given a notification with a tenant filter and a reader ID, When the listener filters by reader ID, Then only notifications for that reader pass through.","US-06.02","The pattern is specified in System Architecture section eight and System Design section fifteen.","All criteria satisfied.","E7,S9"
"US-07.02","Implement SSE push server endpoint","Story","E7","Reader Operations and SSE Push","S9","To Do","Medium","5","reader client","to open a long-lived SSE stream to the OpenGate API and receive credential and policy updates as they happen","my local cache stays current during online operation","Implement GET `/api/v1/readers/{r}/stream` with the SSE protocol: set the appropriate headers, open a LISTEN on `opengate_reader_events`, filter notifications by the authenticated reader's ID, and write SSE events to the response writer. The endpoint supports `Last-Event-Id` header for resume after disconnection.","1. Given an authenticated reader opens the stream, When a credential.revoked.v1 event is produced for that reader's tenant, Then the reader receives an SSE event of type `credential.revoked` within five hundred milliseconds.
2. Given the reader disconnects and reconnects with `Last-Event-Id: 100`, When events with stream position greater than 100 exist, Then the reader receives them in order on the new connection.
3. Given the keepalive interval (thirty seconds) elapses without other events, When the stream is inspected, Then a `keepalive` event has been written to prevent proxy timeout.","US-07.01, US-06.01","The SSE implementation details are in System Design section fifteen. The Last-Event-Id resumption is the standard EventSource behavior.","All criteria satisfied.","E7,S9"
"US-07.03","Implement reader heartbeat endpoint and door status transitions","Story","E7","Reader Operations and SSE Push","S9","To Do","Medium","3","reader client","to send periodic heartbeats to the backend","the dashboard reflects my reader as online or detects when I have gone offline","Implement POST `/api/v1/readers/{r}/heartbeat` that updates the `readers.last_seen_at`, updates the `doors_view.last_heartbeat_at` for the reader's door, and computes any status transition (online → degraded → offline based on threshold elapsed since last heartbeat). Status transitions emit `door.status_changed.v1` events.","1. Given a reader sends a heartbeat, When the heartbeat endpoint returns 204, Then the door's status is `online` and the `last_heartbeat_at` matches the request time.
2. Given a reader has not sent a heartbeat for sixty seconds, When the door status checker job runs, Then the door's status transitions to `offline` and a `door.status_changed.v1` event is appended.
3. Given the door was offline and a heartbeat arrives, When the heartbeat endpoint processes it, Then the door's status transitions to `online` and the corresponding event is appended.","US-07.02, US-06.02","The status transition thresholds are configurable; defaults are in System Architecture section eight. The status checker is a periodic River job.","All criteria satisfied.

**Epic E7 total: 11 story points.**","E7,S9"
"US-08.01","Implement Reconciliation use case with composite-key dedup","Story","E8","Offline Reconciliation","S9","To Do","Medium","5","reader that was offline","to submit my accumulated access events to the backend on reconnection","my offline decisions are recorded in the audit log without duplication regardless of retries","Create the `reconciliation_idempotency_keys` table migration per Database Schema section 7.3 and implement POST `/api/v1/readers/{r}/events` that accepts a batch of local access events, deduplicates each by composite key `(reader_id, sequence_no)`, and appends the new ones as `access.attempted_offline.v1` events. Each event is processed in its own transaction so that a single bad event does not abort the batch.","1. Given an empty idempotency table, When the endpoint is called with three local events, Then three `access.attempted_offline.v1` events are appended and three reconciliation_idempotency_keys rows are inserted.
2. Given the same batch is submitted again, When the endpoint is called, Then no new events are appended and the response indicates three duplicates and zero new.
3. Given a batch with two new events and one already-seen, When the endpoint is called, Then two events are appended and the response indicates one duplicate and two new.","US-06.03","The reconciliation idempotency variant is specified in System Design section four. The per-event transaction pattern is in System Design section seventeen.","All criteria satisfied.

**Epic E8 total: 5 story points.**","E8,S9"
"US-09.01","Implement audit_log_view projector","Story","E9","Audit Log and Compliance Queries","S10","To Do","Medium","5","auditor","access events to appear in the audit log within seconds of occurring","compliance reviews use timely data","Create the `audit_log_view` table migration per Database Schema section ten and implement the `projector.audit_log` River job that consumes access-attempted and access-attempted-offline events and writes denormalized rows. The projector resolves the member name and door name from their respective read models at projection time.","1. Given an access-attempted event is appended, When the projector iteration runs, Then a corresponding audit_log_view row is inserted with the member name and door name denormalized.
2. Given the projection lag metric is queried during normal operation, When the value is inspected, Then it is below five seconds.
3. Given a member is renamed, When subsequent audit projections run, Then historical audit_log_view rows for that member are updated to the new name (the projector handles member-renamed events).","US-04.02, US-05.01, US-06.03","The audit_log_view schema with all indexes is in Database Schema section ten. The projector follows the framework from US-03.05.","All criteria satisfied.","E9,S10"
"US-09.02","Implement audit search query with keyset pagination","Story","E9","Audit Log and Compliance Queries","S10","To Do","Medium","5","auditor","to search the audit log with multiple filters and paginate efficiently through results","I can investigate access patterns over arbitrary time ranges","Implement GET `/api/v1/tenants/{t}/audit` with query parameters for filter dimensions (door IDs, member IDs, decision outcome, reason codes, time range) and a `cursor` parameter for keyset pagination. The endpoint returns up to fifty results per page with a next-page cursor.","1. Given ten thousand audit events exist, When the endpoint is called with `limit=50`, Then the response returns fifty events in reverse chronological order with a next-page cursor.
2. Given the next-page cursor is used in a follow-up request, When the response is inspected, Then the next fifty events follow in order with no overlap with the previous page.
3. Given a query with `door_ids=[D1,D2]&decision=deny`, When the response is inspected, Then all returned events are deny outcomes at doors D1 or D2.
4. Given a query at offset 5000 (via cursor walk), When the latency is measured, Then it is below two hundred milliseconds at p95 (consistent with offset-zero performance).","US-09.01","The keyset pagination pattern is in System Design section eighteen. The indexes in Database Schema section ten support the query patterns.","All criteria satisfied.","E9,S10"
"US-09.03","Implement audit CSV export job","Story","E9","Audit Log and Compliance Queries","S10","To Do","Medium","3","auditor","to export audit query results to CSV","I can include them in compliance reports outside the OpenGate dashboard","Implement POST `/api/v1/tenants/{t}/audit/export` that accepts the same filters as the search query and enqueues a `cleanup.audit_csv_export` River job. The job streams results to a CSV file in the shared download volume and updates `export_status_view` with the file path.","1. Given an export is requested with no filter (all events), When the job runs to completion, Then a CSV file is produced with all matching rows.
2. Given the export status is queried during execution, When the response is inspected, Then it reports `status: running` and progress information.
3. Given the export is complete, When the download URL is requested, Then the file streams to the client with appropriate Content-Disposition.","US-09.02","The export job pattern follows the framework from E3. The shared download volume is part of the Docker Compose configuration from US-01.03.","All criteria satisfied.

**Epic E9 total: 13 story points.**","E9,S10"
"US-10.01","Implement subscriptions table and management endpoints","Story","E10","Webhook Subscriptions and Delivery","S10","To Do","Medium","3","tenant administrator","to create and configure webhook subscriptions","my external systems can receive event notifications","Create the `subscriptions` table migration per Database Schema section 5.5 and implement the subscription CRUD endpoints. Include the secret-rotation mechanism with the overlap window.","1. Given an authenticated manager, When POST `/api/v1/tenants/{t}/subscriptions` is called with a URL and event filter, Then a subscription row is created with a generated secret returned in the response.
2. Given an existing subscription, When the rotate-secret endpoint is called, Then the rotation_secret_hash is populated, the rotation_expires_at is set to 24 hours from now, and the new secret is returned.
3. Given an invalid URL format, When the create endpoint is called, Then the response is 422 Unprocessable Entity.","US-02.04","The subscription schema is in Database Schema section 5.5. The rotation pattern is in System Design section nineteen.","All criteria satisfied.","E10,S10"
"US-10.02","Implement webhook delivery worker with HMAC signing","Story","E10","Webhook Subscriptions and Delivery","S11","To Do","Medium","5","external subscriber","to receive webhook deliveries signed with HMAC-SHA256","I can verify the authenticity of incoming notifications","Implement the `subscription.deliver` River job that loads the subscription and event, constructs the JSON payload with the standard envelope, computes the HMAC signature, makes the HTTP POST request with the appropriate headers, and records the outcome as a `subscription.delivery.attempted` event.","1. Given a matching event is produced, When the delivery worker processes the job, Then an HTTP POST is made to the subscription URL with the `OpenGate-Signature`, `OpenGate-Webhook-Id`, and `Content-Type` headers.
2. Given a valid subscriber that responds with 200 OK, When the worker completes, Then the delivery is recorded as success.
3. Given a subscriber that responds with 500, When the worker completes, Then the job is rescheduled by River with exponential backoff and the failed attempt is recorded.","US-10.01, US-03.04","The signing scheme is in System Architecture section eight. The retry configuration is in System Design section nineteen.","All criteria satisfied.","E10,S11"
"US-10.03","Implement subscription_delivery_view projector and dead-letter view","Story","E10","Webhook Subscriptions and Delivery","S11","To Do","Medium","3","tenant administrator","to inspect failed webhook deliveries in the dashboard","I can troubleshoot subscriber issues","Create the `subscription_delivery_view` table per Database Schema section 11.1 and implement the projector that consumes `subscription.delivery.attempted` events. Implement the dashboard endpoint that lists dead-lettered deliveries with their last-error details.","1. Given a delivery succeeds, When the projector runs, Then the corresponding row in subscription_delivery_view has status `succeeded`.
2. Given a delivery exhausts its retry budget, When the worker dead-letters it, Then the projector updates the row to status `dead_lettered` and the dashboard query returns it.
3. Given an administrator triggers a manual retry, When the retry job runs, Then a new delivery attempt is recorded and a successful retry sets the status back to `succeeded`.","US-10.02","The projector framework is from US-03.05. The dead-letter inspection view is in System Design section nineteen.","All criteria satisfied.

**Epic E10 total: 11 story points.**","E10,S11"
"US-11.01","Implement export_status_view and export initiation endpoint","Story","E11","Tenant Data Export","S11","To Do","Medium","3","tenant owner","to initiate a data export and monitor its progress","I can retrieve my tenant's data when needed","Create the `export_status_view` table per Database Schema section 11.2 and implement POST `/api/v1/tenants/{t}/exports` that creates the export status row and enqueues the `export.run` River job. Also implement GET endpoints for listing exports and getting a download URL.","1. Given an authenticated owner, When the export endpoint is called, Then a row is created with status `pending` and the job is enqueued.
2. Given the job picks up the work, When the status is queried, Then status transitions through `running` to `completed`.
3. Given a completed export, When the download URL is requested, Then the response includes a time-limited URL that streams the archive file.","US-03.04","The export status schema is in Database Schema section 11.2. The job structure is in System Design section twenty.","All criteria satisfied.","E11,S11"
"US-11.02","Implement export job with Ed25519 manifest signing","Story","E11","Tenant Data Export","S11","To Do","Medium","5","tenant owner","my export to be cryptographically signed so that I can prove its integrity","any downstream system can verify the archive has not been tampered with","Implement the export job per System Design section twenty: iterate events with tenant filter, write monthly batches to gzipped JSON files, snapshot read models, capture configuration with secrets redacted, compute SHA-256 checksums, write the manifest, sign with Ed25519, and package as `.tar.gz`. Add the `/.well-known/opengate-signing-key.pub` endpoint to publish the public key.","1. Given an export completes, When the archive is extracted, Then the structure matches the format specified in System Architecture section eight (manifest, events, read-models, config).
2. Given the manifest, When its signature is verified against the published public key using Ed25519, Then verification succeeds.
3. Given any file in the archive is modified, When the manifest checksums are recomputed, Then they no longer match (tampering is detectable).","US-11.01","The archive format is in System Architecture section eight. The signing key loading is in System Design section twenty.","All criteria satisfied.

**Epic E11 total: 8 story points.**","E11,S11"
"US-12.01","Implement simulator binary mode and reader fleet management","Story","E12","Reader Simulator","S11","To Do","Medium","3","demo presenter","to start a configurable number of simulated readers per tenant with a single command","I can demonstrate the system at any scale","Implement the `simulator` subcommand that reads a YAML configuration file specifying tenants and reader counts, provisions each reader if not already provisioned, and starts the simulator goroutines.","1. Given a configuration with two tenants and five readers each, When `opengate simulator --config=demo.yaml` is run, Then ten readers are provisioned and their goroutines are started.
2. Given the simulator is already running and the configuration is unchanged, When the binary is restarted, Then the same readers are reused (the API keys persisted to local volume).
3. Given a SIGTERM is received, When the simulator shuts down, Then all goroutines complete in-flight requests and exit cleanly.","US-06.02","The simulator is run as a separate Docker Compose service per System Architecture section seven.","All criteria satisfied.","E12,S11"
"US-12.02","Implement realistic reader behavior with latency and failures","Story","E12","Reader Simulator","S12","To Do","Medium","5","demo presenter","the simulated readers to produce traffic that resembles real hardware","the dashboard shows the kind of latency, failures, and patterns that would be observed in a real deployment","Implement the reader behavior loop with configurable parameters: authentication request interval (with jitter), simulated network latency (1-20ms), transient failure rate (0.5%), heartbeat interval (30s), online/offline schedule (configurable runs of online and offline durations). Include the local-cache fallback when offline.","1. Given a simulator running for one minute with five readers, When the access decision latency is measured, Then the recorded latencies show realistic jitter.
2. Given a configured failure rate of 0.5%, When the simulator runs for ten thousand requests, Then approximately fifty are transient failures consistent with the rate.
3. Given a reader is in its offline window, When access requests occur, Then they are evaluated against the local cache and accumulated for reconciliation.
4. Given the offline window ends, When the reader reconnects, Then the accumulated events are submitted via the reconciliation endpoint.","US-12.01, US-08.01","The behavior parameters are specified in System Architecture section six.","All criteria satisfied.

**Epic E12 total: 8 story points.**","E12,S12"
"US-13.01","Initialize Next.js 15 project with OpenAPI client generation","Story","E13","Admin Dashboard Frontend","S11","To Do","Medium","3","implementer","the Next.js 15 project initialized with the OpenAPI specification driving the typed API client","the dashboard and the backend share a single source of truth","Initialize the Next.js project with TypeScript, Tailwind, and shadcn-ui. Configure `openapi-typescript` to generate the API client from the OpenAPI specification. Establish the brand palette in the Tailwind configuration with the imperial purple primary, lavender tint secondary, magenta-plum critical, and sage safe colors.","1. Given the Next.js project, When `npm run build` succeeds, Then the production build artifacts are produced without errors.
2. Given the OpenAPI specification, When the client generation runs, Then the generated TypeScript types compile and are importable by dashboard components.
3. Given the Tailwind configuration, When a component uses the `bg-primary` class, Then it renders in the imperial purple color from the brand palette.","US-02.03","The Next.js 15 setup follows the App Router pattern. The shadcn-ui components are themed via the Tailwind config.","All criteria satisfied.","E13,S11"
"US-13.02","Implement login flow and session-aware routing","Story","E13","Admin Dashboard Frontend","S12","To Do","Medium","3","administrator","to log in to the dashboard with my email and password and have my session remembered across reloads","I do not have to re-authenticate frequently","Implement the `/login` page with the form fields, the credential submission to POST `/api/v1/auth/login`, the session cookie handling, and the redirect logic. Add the middleware that intercepts unauthenticated requests to any other route and redirects to login while preserving the original URL.","1. Given a logged-out user, When `/members` is visited, Then the user is redirected to `/login?return_to=/members`.
2. Given valid credentials, When the login form is submitted, Then the user is redirected to the original URL with the session cookie set.
3. Given an expired session detected via 401, When any page is accessed, Then the user is shown a ""session expired"" notice with a re-login link.","US-13.01","The session cookie is HttpOnly so the JavaScript cannot read it; the Next.js middleware uses the cookie's presence as a heuristic and the API call confirms.","All criteria satisfied.","E13,S12"
"US-13.03","Implement Members page with list, search, and detail","Story","E13","Admin Dashboard Frontend","S12","To Do","Medium","5","administrator","to view, search, and inspect members in my tenant through the dashboard","I can manage enrollments","Implement `/members` (list with search) and `/members/[id]` (detail). Use the keyset pagination cursor for the list, with infinite-scroll-style pagination. The detail page shows the member's identity, status history, associated credentials, assigned policies, and recent access events.","1. Given the page is loaded, When the data is fetching, Then a skeleton matching the eventual list shape is shown.
2. Given the data has arrived and there are zero members, When the list renders, Then an empty state with a ""Create your first member"" CTA is shown.
3. Given a member detail page is visited, When the data has loaded, Then all sub-sections (credentials, policies, recent events) render correctly.","US-13.02, US-04.02","The page follows the dashboard touchpoints specified in PFD section three.","All criteria satisfied.","E13,S12"
"US-13.04","Implement Credentials, Doors, and Policies pages","Story","E13","Admin Dashboard Frontend","S12","To Do","Medium","5","administrator","to manage credentials, doors, and policies through the dashboard","I have parity between API capabilities and UI capabilities","Implement the three sets of pages following the same pattern as Members: list with search, detail page, create form, edit form. Include the effective-permissions preview on member detail (from US-05.04).","1. Given the Credentials page, When a credential is revoked, Then the row updates optimistically and a toast notification confirms the action.
2. Given the Policies page, When a new policy is created with three time windows and two doors, Then the policy detail page reflects all four entities correctly.
3. Given the Doors page, When a door's status changes (via heartbeat/timeout), Then the status indicator updates in near-real-time via polling.","US-13.03","Polling for door status uses ten-second intervals per System Architecture section fourteen.","All criteria satisfied.","E13,S12"
"US-13.05","Implement Home page with SSE real-time event feed","Story","E13","Admin Dashboard Frontend","S12","To Do","Medium","5","administrator","to see access events streaming in real time on the dashboard home page","I can monitor activity at a glance","Implement the `/` (Home) page with summary tiles (online doors count, active members count, recent decision rate) and the real-time event feed via Server-Sent Events. The feed shows the most recent twenty-five access events with appropriate styling (deny in critical color, grant in neutral).","1. Given the home page is open, When an access decision is made, Then the new event appears at the top of the feed within one second.
2. Given the SSE connection is lost, When the connection state changes, Then a small indicator shows reconnecting and the feed resumes when the connection is restored.
3. Given a deny event is in the feed, When the event is inspected, Then the reason code is displayed in a way that distinguishes it from grants (color, prefix, or icon).","US-13.04","The SSE consumer in the browser uses the standard EventSource API. The server-side SSE endpoint for the dashboard is similar to but distinct from the reader-facing SSE in US-07.02.","All criteria satisfied.","E13,S12"
"US-13.06","Implement Audit page with filters and CSV export","Story","E13","Admin Dashboard Frontend","S12","To Do","Medium","5","auditor","to filter the audit log by multiple dimensions and export results","I can produce compliance reports","Implement `/audit` with the filter controls (date range, doors, members, decision, reason codes), the results table with keyset pagination, the drill-down detail view for individual events, and the export-to-CSV button.","1. Given filters are applied, When the URL is shared, Then opening the URL in another browser reproduces the filtered view.
2. Given the export button is clicked, When the export is requested, Then the user is shown progress and the download link appears when the file is ready.
3. Given a conflict-flagged event (offline reconciliation discrepancy), When the event renders in the list, Then it is visually distinguished from regular deny events.","US-13.05, US-09.02","The filter state is encoded in URL query parameters for shareability.","All criteria satisfied.","E13,S12"
"US-13.07","Implement Settings pages (Users, Subscriptions, Export, Tenant)","Story","E13","Admin Dashboard Frontend","S12","To Do","Medium","5","tenant owner","to manage users, subscriptions, exports, and tenant settings through the dashboard","all configuration is accessible without CLI","Implement the four settings sub-pages under `/settings` with their respective CRUD operations. Use permission-aware rendering: owner-only controls are not rendered for manager or auditor sessions.","1. Given a manager-role session, When `/settings/users` is visited, Then the page returns 403 or redirects to the dashboard home with an ""insufficient role"" notice.
2. Given an owner-role session, When a new user is invited, Then the new user appears in the list with the assigned role.
3. Given the dead-letter inspection view, When dead-lettered deliveries exist, Then they are listed with retry and discard actions.","US-13.04, US-10.01, US-11.01","Permission-aware rendering uses both server-side (route protection) and client-side (button visibility) enforcement.","All criteria satisfied.

**Epic E13 total: 31 story points.**","E13,S12"
"US-14.01","Write comprehensive README and quick-start guide","Story","E14","Demo, Documentation, and Handover","S12","To Do","Medium","3","reviewer","a clear and compelling README that lets me understand and run OpenGate in fifteen minutes","I can evaluate the portfolio artifact efficiently","Write the README following the Stripe/DigitalOcean documentation style established in the project's preferences. Include the project pitch, the architectural overview, the quick-start steps for bringing up the Docker Compose stack, and links to all planning documents.","1. Given a fresh clone, When the README's quick-start steps are followed, Then the system is running locally within fifteen minutes.
2. Given the README is opened, When the content above the fold is scanned, Then the reviewer can articulate what OpenGate is and why it exists.
3. Given the README, When the architecture section is read, Then the reviewer can identify the twelve demonstrated patterns from the PRD.","ALL_EPICS_COMPLETE","The documentation standard from the project preferences applies in full.","All criteria satisfied.","E14,S12"
"US-14.02","Configure preconfigured Grafana dashboards","Story","E14","Demo, Documentation, and Handover","S12","To Do","Medium","3","operator","Grafana dashboards ready out of the box that show command latency, decision latency, projection lag, webhook delivery, and reader connectivity","I do not have to build them myself","Create the Grafana dashboard JSON files and bundle them in the Docker Compose configuration's auto-provisioning directory. The dashboards include panels for the metric set defined in System Design section eight.","1. Given the Docker Compose stack is up, When the Grafana UI is opened, Then four preconfigured dashboards are listed.
2. Given the system has been generating traffic, When the dashboards are opened, Then panels show populated data.
3. Given a dashboard panel, When the panel's edit view is opened, Then the underlying PromQL query is readable.","US-06.04","The dashboard JSON is committed under `docker/grafana/provisioning/`.","All criteria satisfied.","E14,S12"
"US-14.03","Record demo video showcasing six PRD scenarios","Story","E14","Demo, Documentation, and Handover","S12","To Do","Medium","3","hiring manager","a short demo video that shows OpenGate solving real scenarios end-to-end","I can evaluate the system without setting it up locally","Record a screen capture of the demo runner exercising the six use case scenarios from PRD section five. The video has narration explaining what each scenario demonstrates and why it matters. Final length is under six minutes.","1. Given the video is watched start to finish, When it ends, Then the viewer has seen all six PRD scenarios demonstrated.
2. Given each scenario, When the demonstration occurs, Then the dashboard, the audit log, and the observability dashboards are shown reflecting the scenario's effects.
3. Given the video is uploaded, When its URL is included in the README, Then the link resolves and plays in standard browsers.","US-14.01, US-14.02","The demo runner is a small CLI that scripts the scenarios via API calls and pauses for narration.","All criteria satisfied.","E14,S12"
"US-14.04","Write final handover document and project retrospective","Story","E14","Demo, Documentation, and Handover","S12","To Do","Medium","2","future maintainer (or the present author six months later)","a concise handover document capturing decisions, gotchas, and lessons learned","the project context is preserved beyond the immediate development window","Write the final handover document summarizing what was built, what was deferred, what failed and was reworked, and what an extender of the project would need to know to continue. Include a brief retrospective on the planning process itself.","1. Given the handover document, When a new contributor reads it, Then they can identify the next reasonable extension to the project.
2. Given the retrospective section, When it is read, Then it identifies at least three concrete lessons learned during the sixty-day window.
3. Given the document is committed to the repository, When the README is updated, Then a link to the handover is present in the README.","US-14.03","The handover follows the same anti-fluff style as the planning documents.","All criteria satisfied.

**Epic E14 total: 11 story points.**","E14,S12"
